# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1,mean_episode_return_2,loss_2,mean_episode_return_3,loss_3
0,1678563652.692411,0,0,0,0,0,0,0,-0.059964727610349655,1.321284532546997
1,1678563652.710876,3200,0,0,0,0,0.06566604226827621,1.3558282852172852,-0.059964727610349655,1.321284532546997
2,1678563652.718767,6400,0,0,-0.05860805884003639,1.3486682176589966,0.06566604226827621,1.3558282852172852,-0.059964727610349655,1.321284532546997
3,1678563652.7221792,9600,0.0555555559694767,1.3333115577697754,-0.05860805884003639,1.3486682176589966,0.06566604226827621,1.3558282852172852,-0.059964727610349655,1.321284532546997
4,1678563669.6494627,12800,0.0555555559694767,1.3333115577697754,-0.05123385414481163,1.3679264783859253,0.06566604226827621,1.3558282852172852,-0.059964727610349655,1.321284532546997
5,1678563669.975022,16000,0.0555555559694767,1.3333115577697754,-0.05123385414481163,1.3679264783859253,0.05290282890200615,1.3607304096221924,-0.059964727610349655,1.321284532546997
6,1678563670.209051,19200,0.0555555559694767,1.3333115577697754,-0.05123385414481163,1.3679264783859253,0.05290282890200615,1.3607304096221924,-0.04529767856001854,1.3686093091964722
7,1678563670.566838,22400,0.04836096614599228,1.3544437885284424,-0.05123385414481163,1.3679264783859253,0.05290282890200615,1.3607304096221924,-0.04529767856001854,1.3686093091964722
8,1678563686.9633987,25600,0.04836096614599228,1.3544437885284424,-0.05123385414481163,1.3679264783859253,0.05290282890200615,1.3607304096221924,-0.030781202018260956,1.283433198928833
9,1678563687.0936906,28800,0.04836096614599228,1.3544437885284424,-0.05123385414481163,1.3679264783859253,0.030122755095362663,1.2657874822616577,-0.030781202018260956,1.283433198928833
10,1678563687.6879165,32000,0.04836096614599228,1.3544437885284424,-0.03472667932510376,1.275371789932251,0.030122755095362663,1.2657874822616577,-0.030781202018260956,1.283433198928833
11,1678563688.430198,35200,0.032240644097328186,1.2997393608093262,-0.03472667932510376,1.275371789932251,0.030122755095362663,1.2657874822616577,-0.030781202018260956,1.283433198928833
12,1678563704.5718257,38400,0.032240644097328186,1.2997393608093262,-0.02872837334871292,1.367211937904358,0.030122755095362663,1.2657874822616577,-0.030781202018260956,1.283433198928833
13,1678563704.8825147,41600,0.032240644097328186,1.2997393608093262,-0.02872837334871292,1.367211937904358,0.026947466656565666,1.3648306131362915,-0.030781202018260956,1.283433198928833
14,1678563705.1038332,44800,0.032240644097328186,1.2997393608093262,-0.02872837334871292,1.367211937904358,0.026947466656565666,1.3648306131362915,-0.024427583441138268,1.3780996799468994
15,1678563705.8190575,48000,0.027784086763858795,1.3760534524917603,-0.02872837334871292,1.367211937904358,0.026947466656565666,1.3648306131362915,-0.024427583441138268,1.3780996799468994
16,1678563721.8045685,51200,0.027784086763858795,1.3760534524917603,-0.02872837334871292,1.367211937904358,0.026947466656565666,1.3648306131362915,-0.022064590826630592,1.2727400064468384
17,1678563722.328232,54400,0.027784086763858795,1.3760534524917603,-0.02507328987121582,1.2689763307571411,0.026947466656565666,1.3648306131362915,-0.022064590826630592,1.2727400064468384
18,1678563722.8851213,57600,0.027784086763858795,1.3760534524917603,-0.02507328987121582,1.2689763307571411,0.02466142177581787,1.2492597103118896,-0.022064590826630592,1.2727400064468384
19,1678563723.689599,60800,0.026386713609099388,1.2956876754760742,-0.02507328987121582,1.2689763307571411,0.02466142177581787,1.2492597103118896,-0.022064590826630592,1.2727400064468384
20,1678563739.0380526,64000,0.026386713609099388,1.2956876754760742,-0.02507328987121582,1.2689763307571411,0.02466142177581787,1.2492597103118896,-0.03209831193089485,1.3389902114868164
21,1678563741.1356165,67200,0.026386713609099388,1.2956876754760742,-0.03505369648337364,1.3177075386047363,0.02466142177581787,1.2492597103118896,-0.03209831193089485,1.3389902114868164
22,1678563741.7842512,70400,0.026386713609099388,1.2956876754760742,-0.03505369648337364,1.3177075386047363,0.03724713996052742,1.3937679529190063,-0.03209831193089485,1.3389902114868164
23,1678563742.5558543,73600,0.03750617057085037,1.3370118141174316,-0.03505369648337364,1.3177075386047363,0.03724713996052742,1.3937679529190063,-0.03209831193089485,1.3389902114868164
24,1678563757.9631813,76800,0.03750617057085037,1.3370118141174316,-0.03505369648337364,1.3177075386047363,0.03724713996052742,1.3937679529190063,-0.023979267105460167,1.252985954284668
25,1678563759.1583483,80000,0.03750617057085037,1.3370118141174316,-0.026741502806544304,1.3676273822784424,0.03724713996052742,1.3937679529190063,-0.023979267105460167,1.252985954284668
26,1678563760.2395253,83200,0.03750617057085037,1.3370118141174316,-0.026741502806544304,1.3676273822784424,0.026498043909668922,1.2952007055282593,-0.023979267105460167,1.252985954284668
27,1678563760.9709086,86400,0.02474622242152691,1.2959625720977783,-0.026741502806544304,1.3676273822784424,0.026498043909668922,1.2952007055282593,-0.023979267105460167,1.252985954284668
28,1678563776.6754508,89600,0.02474622242152691,1.2959625720977783,-0.026741502806544304,1.3676273822784424,0.026498043909668922,1.2952007055282593,-0.02229764685034752,1.4614393711090088
29,1678563779.0131483,92800,0.02474622242152691,1.2959625720977783,-0.022103479132056236,1.4326497316360474,0.026498043909668922,1.2952007055282593,-0.02229764685034752,1.4614393711090088
30,1678563780.1057937,96000,0.02474622242152691,1.2959625720977783,-0.022103479132056236,1.4326497316360474,0.02125941775739193,1.2575312852859497,-0.02229764685034752,1.4614393711090088
31,1678563780.9383242,99200,0.021652942523360252,1.2871474027633667,-0.022103479132056236,1.4326497316360474,0.02125941775739193,1.2575312852859497,-0.02229764685034752,1.4614393711090088
32,1678563794.414132,102400,0.021652942523360252,1.2871474027633667,-0.022103479132056236,1.4326497316360474,0.02125941775739193,1.2575312852859497,-0.029794203117489815,1.366878867149353
33,1678563797.4942622,105600,0.029878705739974976,1.266605019569397,-0.022103479132056236,1.4326497316360474,0.02125941775739193,1.2575312852859497,-0.029794203117489815,1.366878867149353
34,1678563797.8551633,108800,0.029878705739974976,1.266605019569397,-0.030183937400579453,1.2647862434387207,0.02125941775739193,1.2575312852859497,-0.029794203117489815,1.366878867149353
35,1678563798.7940013,112000,0.029878705739974976,1.266605019569397,-0.030183937400579453,1.2647862434387207,0.0323072224855423,1.2302272319793701,-0.029794203117489815,1.366878867149353
36,1678563813.2859607,115200,0.029878705739974976,1.266605019569397,-0.030183937400579453,1.2647862434387207,0.0323072224855423,1.2302272319793701,-0.024832796305418015,1.2436827421188354
37,1678563815.2640402,118400,0.029878705739974976,1.266605019569397,-0.028761286288499832,1.234273910522461,0.0323072224855423,1.2302272319793701,-0.024832796305418015,1.2436827421188354
38,1678563816.10034,121600,0.028797244653105736,1.2348355054855347,-0.028761286288499832,1.234273910522461,0.0323072224855423,1.2302272319793701,-0.024832796305418015,1.2436827421188354
39,1678563818.0587063,124800,0.028797244653105736,1.2348355054855347,-0.028761286288499832,1.234273910522461,0.02959374152123928,1.2203192710876465,-0.024832796305418015,1.2436827421188354
40,1678563831.347392,128000,0.028797244653105736,1.2348355054855347,-0.028761286288499832,1.234273910522461,0.02959374152123928,1.2203192710876465,-0.024872614070773125,1.2076090574264526
